group_name,state,valid_district_id,valid_nces_id,valid_opp_count,valid_opp_revenue,valid_school_count,valid_session_count,valid_session_revenue,valid_course_count,orphaned_district_id,orphaned_opp_count,orphaned_opp_revenue,orphaned_school_count,orphaned_session_count,orphaned_course_count,combined_revenue,action
NORRISTOWN AREA SCHOOL DISTRICT,PA,17592295205021,4216980,0,0,12,0,0,0,17592284319234,1,50000,1,0,0,50000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
CLYDE-GREEN SPRINGS EXEMPTED VILLAGE SCHOOL DISTRICT,OH,17592296946813,3910020,0,0,4,0,0,0,17592284319369,1,50000,1,0,0,50000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
EMPIRE UNION SCHOOL DISTRICT,CA,17592295306242,612690,0,0,6,0,0,0,17592188152835,3,47937,1,0,0,47937,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
ROYAL INDEPENDENT SCHOOL DISTRICT,TX,17592296969394,4838190,0,0,5,0,0,0,17592284311274,2,47000,1,0,0,47000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
LEVITTOWN SCHOOL DISTRICT,NY,17592295268367,3617160,0,0,9,0,0,0,17592188519013,8,42710,1,0,0,42710,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
ACCELERATED INTERDISCIPLINARY INTERMEDIATE ACADEMY,TX,17592295269733,4800192,0,0,2,0,0,0,17592284314931,1,41000,1,0,0,41000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
LAURENS COUNTY SCHOOL DISTRICT 56,SC,17592296950445,4502640,0,0,5,0,0,0,17592284311282,3,40500,1,0,0,40500,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
TEXARKANA INDEPENDENT SCHOOL DISTRICT,TX,17592295195057,4842480,0,0,12,0,0,0,17592284311636,1,40000,1,0,0,40000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SAN BRUNO PARK SCHOOL DISTRICT,CA,17592295278877,634230,0,0,5,0,0,1,17592284312115,1,36000,1,0,0,36000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
REDBANK VALLEY SCHOOL DISTRICT,PA,17592296978195,4220130,0,0,3,0,0,0,17592284315643,1,35750,1,0,0,35750,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
GOOCHLAND COUNTY PUBLIC SCHOOLS,VA,17592296981070,5101650,0,0,6,0,0,0,17592284313514,1,35000,1,0,0,35000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
PLEASANTON INDEPENDENT SCHOOL DISTRICT,TX,17592295294183,4835190,0,0,5,0,0,0,17592284315337,1,35000,1,0,0,35000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
NEW YORK INSTITUTE OF TECHNOLOGY,NY,17592295201812,194091,0,0,2,0,0,0,17592188087578,4,33072,1,0,0,33072,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
NORTHPORT - EAST NORTHPORT SCHOOL DISTRICT,NY,17592295338101,3621270,0,0,9,0,0,0,17592188084838,4,31074.55,1,0,0,31074.55,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,NY,17592297007426,3608010,0,0,3,0,0,0,17592188843453,7,30675.55,1,0,0,30675.55,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
BEEVILLE INDEPENDENT SCHOOL DISTRICT,TX,17592295199703,4809720,0,0,7,0,0,0,17592284312521,2,30000,1,0,0,30000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
UPPER MORELAND TOWNSHIP SCHOOL DISTRICT,PA,17592296975838,4224510,0,0,3,0,0,0,17592284312177,1,30000,1,0,0,30000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
ELIZABETH CITY-PASQUOTANK COUNTY SCHOOLS,NC,17592296951308,3703540,0,0,13,0,0,0,17592284312392,1,30000,1,0,0,30000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
TAYLOR INDEPENDENT SCHOOL DISTRICT,TX,17592295308516,4842280,0,0,8,0,0,0,17592284319154,1,30000,1,0,0,30000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
GATEWAY COMMUNITY COLLEGE,AZ,17592295271368,105145,0,0,1,0,0,0,17592188843439,2,27781.2,1,0,0,27781.2,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SAYVILLE SCHOOL DISTRICT,NY,17592297007440,3625920,0,0,5,0,0,0,17592188522266,7,26715,1,0,0,26715,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
COALINGA-HURON UNIFIED SCHOOL DISTRICT,CA,17592296969013,609120,0,0,5,0,0,0,17592190777604,1,26000,1,0,0,26000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
JAMESTOWN ELEMENTARY SCHOOL DISTRICT,CA,17592296943391,618690,0,0,2,0,0,0,17592284313753,1,26000,1,0,0,26000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
PLANO INDEPENDENT SCHOOL DISTRICT,TX,17592295306505,4835100,0,0,83,0,0,0,17592284310344,1,25000,1,0,0,25000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
CANUTILLO INDEPENDENT SCHOOL DISTRICT,TX,17592296964076,4812780,0,0,11,0,0,0,17592284310942,1,25000,1,0,0,25000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
BEACHWOOD CITY SCHOOL DISTRICT,OH,17592295253714,3904355,0,0,5,0,0,0,17592284313117,1,25000,1,0,0,25000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
PIQUA CITY SCHOOL DISTRICT,OH,17592295348819,3904464,0,0,5,0,0,0,17592284314570,1,25000,1,0,0,25000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
DEER PARK UNION FREE SCHOOL DISTRICT,NY,17592297007414,3608880,0,0,5,0,0,0,17592284316223,1,25000,1,0,0,25000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
LANCASTER INDEPENDENT SCHOOL DISTRICT,TX,17592296967158,4826670,0,0,11,0,0,0,17592284316898,1,25000,1,0,0,25000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
KENNARD INDEPENDENT SCHOOL DISTRICT,TX,17592296966861,4825470,0,0,2,0,0,0,17592284317972,1,25000,1,0,0,25000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
OCEAN BEACH SCHOOL DISTRICT,WA,17592296981118,5306060,0,0,6,0,0,0,17592284318247,1,25000,1,0,0,25000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
LAREDO INDEPENDENT SCHOOL DISTRICT,TX,17592296967180,4826790,0,0,34,0,0,0,17592284318249,1,25000,1,0,0,25000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SIDNEY CITY SCHOOL DISTRICT,OH,17592296951316,3910003,0,0,7,0,0,0,17592284318504,1,25000,1,0,0,25000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
DILLEY INDEPENDENT SCHOOL DISTRICT,TX,17592296964962,4817100,0,0,3,0,0,0,17592284319143,1,25000,1,0,0,25000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
AMBASSADORS PREPARATORY ACADEMY (DISTRICT),TX,17592296963125,4800284,0,0,1,0,0,0,17592284312843,1,24999,1,0,0,24999,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
JUBILEE ACADEMIC CENTER,TX,17592296966755,4800179,0,0,13,0,0,0,17592284319394,1,24999,1,0,0,24999,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
KINGS PARK SCHOOL DISTRICT,NY,17592297007433,3616260,0,0,5,0,0,0,17592188115674,5,22483,1,0,0,22483,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
EAST ISLIP SCHOOL DISTRICT,NY,17592297007429,3609720,0,0,6,0,0,0,17592188432909,6,21950,1,0,0,21950,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
MINEOLA SCHOOL DISTRICT,NY,17592295293328,3619500,0,0,5,0,0,0,17592188520924,3,21500,1,0,0,21500,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
EAST HAMPTON SCHOOL DISTRICT,NY,17592297007428,3609660,0,0,3,0,0,0,17592188160936,6,21134.5,1,0,0,21134.5,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
UNIONDALE SCHOOL DISTRICT,NY,17592295300085,3629280,0,0,9,0,0,0,17592188036903,3,21044.8,1,0,0,21044.8,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
CENTRAL ISLIP SCHOOL DISTRICT,NY,17592295338537,3606870,0,0,8,0,0,0,17592188431186,4,20950,1,0,0,20950,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SAN JOSE CHARTER ACADEMY DISTRICT,CA,17592295246758,601695,0,0,1,0,0,0,17592186174284,1,20160,1,0,0,20160,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
EPIC CHARTER SCHOOL (DISTRICT),CA,17592295304854,601519,0,0,1,0,0,0,17592284312281,1,20000,1,0,0,20000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
ISLE OF WIGHT COUNTY PUBLIC SCHOOLS,VA,17592296978946,5102010,0,0,9,0,0,0,17592284312695,1,20000,1,0,0,20000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
TAFT INDEPENDENT SCHOOL DISTRICT,TX,17592296970211,4842060,0,0,3,0,0,0,17592284319002,1,20000,1,0,0,20000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
MARYSVILLE JOINT UNIFIED SCHOOL DISTRICT,CA,17592296945690,624090,0,0,16,0,0,0,17592284925966,1,20000,1,0,0,20000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
WHARTON INDEPENDENT SCHOOL DISTRICT,TX,17592296971054,4845380,0,0,4,0,0,0,17592231749409,2,19923.13,1,0,0,19923.13,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SANTA ROSA CITY SCHOOLS,CA,17592295371725,601329,0,0,2,0,0,0,17592284312573,1,19536,1,0,0,19536,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SHELDON ISD,TX,17592296969790,4839990,0,0,11,0,0,0,17592188055158,2,18150,1,0,0,18150,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
POWHATAN COUNTY PUBLIC SCHOOLS,VA,17592295221783,5103030,0,0,6,0,0,0,17592284312974,1,18113,1,0,0,18113,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
QUAKERTOWN COMMUNITY SCHOOL DISTRICT,PA,17592296981044,4219890,0,0,8,0,0,0,17592284311213,1,18000,1,0,0,18000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT,NY,17592297007417,3613290,0,0,8,0,0,0,17592188518457,7,17524,1,0,0,17524,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SOUTHOLD SCHOOL DISTRICT,NY,17592297007442,3627620,0,0,2,0,0,0,17592188522870,1,15000,1,0,0,15000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
LAKE DALLAS INDEPENDENT SCHOOL DISTRICT,TX,17592295316861,4826430,0,0,5,0,0,0,17592284312020,1,15000,1,0,0,15000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
JEFFERSON UNION HIGH SCHOOL DISTRICT,CA,17592296943493,618930,0,0,6,0,0,0,17592284314036,1,15000,1,0,0,15000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
NORTH TEXAS COLLEGIATE ACADEMY,TX,17592296968390,4800187,0,0,3,0,0,0,17592284317431,1,15000,1,0,0,15000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
DELAWARE-CHENANGO-MADISON-OTSEGO BOCES,NY,17592296949160,3680260,0,0,1,0,0,0,17592284318292,1,15000,1,0,0,15000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
FERRIS INDEPENDENT SCHOOL DISTRICT,TX,17592295234421,4819170,0,0,5,0,0,0,17592284319673,1,15000,1,0,0,15000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
ANTELOPE VALLEY UNION HIGH SCHOOL DISTRICT,CA,17592295297371,602820,0,0,14,0,0,0,17592190778535,1,14300,1,0,0,14300,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
GLEN COVE SCHOOL DISTRICT,NY,17592295351826,3612180,0,0,6,0,0,0,17592188148135,3,13018.5,1,0,0,13018.5,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
THREE VILLAGE SCHOOL DISTRICT,NY,17592297007422,3628200,0,0,8,0,0,0,17592188523486,5,10950,1,0,0,10950,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
WEST HEMPSTEAD SCHOOL DISTRICT,NY,17592295278600,3630660,0,0,5,0,0,0,17592188006343,2,10324,1,0,0,10324,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
UNITED SCHOOL DISTRICT,PA,17592296949669,4224240,0,0,2,0,0,0,17592188843638,2,10000,1,0,0,10000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SUFFERN CENTRAL SCHOOL DISTRICT,NY,17592296941826,3628320,0,0,7,0,0,0,17592188843797,2,10000,1,0,0,10000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
COPPERAS COVE INDEPENDENT SCHOOL DISTRICT,TX,17592296964579,4815240,0,0,10,0,0,0,17592284311055,2,10000,1,0,0,10000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
PENNSBURY SCHOOL DISTRICT,PA,17592295269530,4218840,0,0,15,0,0,0,17592284310505,1,10000,1,0,0,10000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
LAS CRUCES PUBLIC SCHOOLS,NM,17592296981491,3501500,0,0,40,0,0,0,17592284311028,1,10000,1,0,0,10000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
MARBLE FALLS INDEPENDENT SCHOOL DISTRICT,TX,17592295381118,4829010,0,0,7,0,0,0,17592284311552,1,10000,1,0,0,10000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
HIGHLAND PARK INDEPENDENT SCHOOL DISTRICT,TX,17592295249217,4823250,0,0,8,0,0,0,17592284312145,1,10000,1,0,0,10000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
EL MONTE CITY ELEMENTARY SCHOOL DISTRICT,CA,17592295196604,612090,0,0,15,0,0,0,17592284312376,1,10000,1,0,0,10000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
LASSEN VIEW UNION ELEMENTARY SCHOOL DISTRICT,CA,17592295248964,621090,0,0,1,0,0,0,17592284312687,1,10000,1,0,0,10000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
CALALLEN INDEPENDENT SCHOOL DISTRICT,TX,17592296963995,4812420,0,0,6,0,0,0,17592284314149,1,10000,1,0,0,10000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
DENISON INDEPENDENT SCHOOL DISTRICT,TX,17592296964889,4816710,0,0,9,0,0,0,17592284318346,1,10000,1,0,0,10000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
LAKE WORTH INDEPENDENT SCHOOL DISTRICT,TX,17592296967129,4826490,0,0,7,0,0,0,17592284319540,1,10000,1,0,0,10000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
TEXAS SOUTHERN UNIVERSITY,TX,17592296959925,229063,0,0,1,0,0,0,17592188843666,3,9800,1,0,0,9800,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
PLAINEDGE PUBLIC SCHOOLS,NY,17592297007439,3623190,0,0,4,0,0,0,17592187996355,4,9650,1,0,0,9650,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SPRING INDEPENDENT SCHOOL DISTRICT,TX,17592296970029,4841220,0,0,38,0,0,0,17592285348348,2,8000,1,0,0,8000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
EAST MORICHES SCHOOL DISTRICT,NY,17592297007430,3609870,0,0,1,0,0,0,17592188432989,6,7987,1,0,0,7987,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
MAUSTON SCHOOL DISTRICT,WI,17592295331577,5508850,0,0,7,0,0,0,17592284318000,1,6462.5,1,0,0,6462.5,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
REMSENBURG - SPEONK,NY,17592295226690,3624420,0,0,1,0,0,0,17592188522044,1,5000,1,0,0,5000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
ST. JOHNS COUNTY PUBLIC SCHOOLS,FL,17592295197953,1201740,0,0,52,0,0,0,17592284317601,1,5000,1,0,0,5000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
ST. LUCIE COUNTY PUBLIC SCHOOLS,FL,17592295304455,1201770,0,0,54,0,0,0,17592284319259,1,5000,1,0,0,5000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SHELTER ISLAND,NY,17592297007441,3626640,0,0,1,0,0,0,17592188522727,1,4200,1,0,0,4200,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
UINTAH SD,UT,17592295261802,4901080,0,0,12,0,0,0,17592188037511,3,4116,1,0,0,4116,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
BELLMORE PUBLIC SCHOOLS,NY,17592297007424,3604410,0,0,3,0,0,0,17592188429926,4,3040,1,0,0,3040,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
FORT BEND ISD,TX,17592295305798,4819650,0,0,79,0,0,0,17592188843539,1,2464,1,0,0,2464,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
VALLEY STREAM CENTRAL HIGH,NY,17592295319943,3629520,0,0,1,0,0,0,17592188010228,1,196,1,0,0,196,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
UNIVERSITY OF SOUTH CAROLINA,SC,17592295252951,218742,0,0,3,0,0,0,17592291768145,1,0,1,0,0,0,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SANTEE SCHOOL DISTRICT,CA,17592295274147,635880,0,0,11,0,0,0,17592284319349,1,0,1,0,0,0,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SCOTLAND COUNTY SCHOOLS,NC,17592296950426,3704200,0,0,13,0,0,0,17592284318088,1,0,1,0,0,0,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
ISLAND PARK SCHOOL DISTRICT,NY,17592295320507,3615480,0,0,2,0,0,0,17592188132125,1,0,1,0,0,0,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
"ACADEMY OF BUSINESS, LAW, AND EDUCATION (ABLE) (DISTRICT)",CA,17592295235295,601628,0,0,1,0,0,0,17592284310680,1,0,1,0,0,0,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
MIDLAND ISD,TX,17592295341639,4830570,0,0,41,0,0,0,17592284310387,1,0,1,0,0,0,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,NY,17592295344442,3600008,0,0,5,0,0,0,17592188054139,1,0,1,0,0,0,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
PRESIDIO MIDDLE SCHOOL,TX,17592295372644,4835800,0,0,2,0,0,0,17592188068256,1,0,1,0,0,0,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
DENTON INDEPENDENT SCHOOL DISTRICT,TX,17592296964895,4816740,0,0,41,0,0,0,17592284318239,1,0,1,0,0,0,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
LINGLEVILLE INDEPENDENT SCHOOL DISTRICT,TX,17592296967345,4827600,0,0,1,0,0,0,17592284314377,1,0,1,0,0,0,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
